fn,words,first500
Indobit-A-NYT1992_501-1000-212.txt,"[""children's writer"", ""novelist"", ""writer""]","
 John Donovan, a novelist, playwright and past president of the Children's Book
 Council, died on Wednesday at his home in Manhattan. He was 63 years old.
 He died of cancer, said Paula Quint, the president of the council.
 Mr. Donovan was the author of the 1969 children's novel ""I'll Get There. It
 Better Be Worth the Trip,"" which placed the subject of homosexuality into a
 children's book for the first time and opened the way for authors to discuss
 topics previously considered taboo in child"
Indobit-A-NYT1991 - March 1 - March 31-119.txt,"[""painter"", ""artist"", ""visual artist""]","
 Bernard Rosenquit, an artist known for his woodcuts and oil paintings, died on
 Friday at Lenox Hill Hospital. He was 68 years old and lived in Manhattan.
 He was hit by a van outside his home on March 1 and died of his injuries, his
 sister, Vivian Hecht, said.
 Mr. Rosenquit's work is in the permanent collections of the Metropolitan Museum
 of Art, the Brooklyn Museum of Fine Art, the New York Public Library, the
 Smithsonian Institution, the San Diego Museum of Art, Bryn Mawr College, the
 "
Indobit-A-NYT2017-April 1 - June 30-30.txt,"[""film actor"", ""comedian"", ""media professional"", ""performer"", ""journalist"", ""television presenter"", ""television actor"", ""artist"", ""voice actor"", ""writer"", ""actor"", ""presenter"", ""non-fiction writer""]","
 Don Rickles, the acidic stand-up comic who became world-famous not by telling
 jokes but by insulting his audience, died on Thursday at his home in Los
 Angeles. He was 90.
 The cause was kidney failure, said a spokesman, Paul Shefrin.
 For more than half a century, on nightclub stages, in concert halls and on
 television, Mr. Rickles made outrageously derisive comments about people's
 looks, their ethnicity, their spouses, their sexual orientation, their jobs or
 anything else he could think "
Indobit-A-NYT2016_1001-1855-409.txt,"[""designer"", ""artist"", ""builder"", ""construction worker""]","
 Lella Vignelli, a designer who, with her husband, Massimo Vignelli, introduced a
 spare, elegant style to a wide range of products and corporate brands,
 attracting an international clientele, died on Dec. 22 at her home in Manhattan.
 She was 82.
 The cause was dementia, her son, Luca, said.
 Ms. Vignelli, an architect by training, brought a three-dimensional imagination
 to her husband's graphic-design sensibility. Together, they were a two-person
 design army with a shared aesthetic -- slee"
Indobit-A-NYT1995 - May 1 - June 30-300.txt,"[""politician""]"," PIETERMARITZBURG, South Africa, June 20
 Harry Gwala, a militant leader of the African National Congress who fought for
 years against rival Zulus, died today of heart failure. He was 74.
 A Zulu himself, Mr. Gwala was among the most vociferous opponents of tribalism
 in South Africa's most violently divided province, KwaZulu/Natal.
 A Communist who did not object to being called a Stalinist, and a 50-year
 veteran of the A.N.C. who served in prison with Nelson Mandela, Mr. Gwala had
 suffered "
Indobit-A-NYT1986_1001-1500-124.txt,"[""designer"", ""fashion designer""]","
 Perry Ellis, whose spirited sportswear for men and women made him one of the
 nation's top fashion designers, died yesterday at the New York Hospital-Cornell
 Medical Center. He was 46 years old and lived in Manhattan.
 The hospital, in a brief statement, said Mr. Ellis died at 1:30 A.M. of viral
 encephalitis, an inflammation of the brain, after having slipped into a coma
 several days ago. Mr. Ellis, who had been ill for several months, entered the
 hospital May 8.
 Accepted as a peer of Cal"
Indobit-A-NYT2007 - Oct 1 - Dec 31-170.txt,"[""naturalist"", ""zoologist"", ""academic"", ""researcher"", ""scientist"", ""biologist"", ""teacher"", ""university teacher"", ""educator"", ""faculty member""]","
 Samuel L. Leonard, a zoologist at Cornell University whose studies of
 reproductive hormones in animals helped prepare the foundation for in vitro
 fertilization in women, died on Nov. 11 in Ithaca, N.Y. He was 101.
 His family confirmed his death.
 Dr. Leonard was still a graduate student when he began his studies of sex
 hormones, produced at the base of the brain in the pituitary gland.
 In the 1930s, in the infancy of endocrinology, it was known that the anterior
 pituitary had a general r"
Indobit-A-NYT1988_1501-1774-132.txt,"[""performer"", ""composer"", ""vocal composer"", ""singer"", ""artist"", ""instrumentalist"", ""vocalist"", ""musician"", ""writer"", ""poet"", ""songwriter"", ""lyricist""]","
 Roy Orbison, the singer and songwriter whose best work brought introspection and
 yearning to rock-and-roll, died of a heart attack Tuesday night while visiting
 his mother in Hendersonville, Tenn. He was 52 years old and lived in Malibu,
 Calif.
 Mr. Orbison was taken by ambulance to Hendersonville Hospital late Tuesday, but
 could not be revived and died just before midnight, Melanie Lamb, a spokeswoman
 for the hospital, said.
 One of rock's most gifted singers, Mr. Orbison possessed a clea"
Indobit-A-NYT1991 - Nov 1 - Dec 31-242.txt,"[""sport cyclist""]","
 William B. Stewart, a retired New York advertising executive, died on Friday at
 Phelps Memorial Hospital in Tarrytown, N.Y. He was 80 years old and lived in
 Scarborough, N.Y.
 He died of pneumonia, his family said.
 A native of Greenville, Miss., and a graduate of Brown University, Mr. Stewart
 began his career as a copywriter and later was an account manager at the Dancer
 Fitzgerald Sample Agency.
 Mr. Stewart is survived by his wife, the former Frances Greene; two daughters,
 Janet and Co"
Indobit-A-NYT2012_1001-1233-37.txt,"[""journalist"", ""publisher"", ""non-fiction writer"", ""writer""]","
 Jerry Finkelstein, who made a fortune in business, real estate and newspapers,
 including The New York Law Journal and The Hill, and for many years was a
 self-styled Democratic power broker in New York City, died on Wednesday at his
 home in Manhattan. He was 96.
 His death was confirmed by his son Andrew J. Stein.
 With money and connections drawn in a wide-ranging career that placed him at the
 nexus of the legal profession, publishing and politics in New York, Mr.
 Finkelstein assisted pre"
Indobit-A-NYT2003 - April 1 - June 30-112.txt,"[""sprinter""]","
 Mike Larrabee, who overcame injury and illness to become a double gold medalist
 in track at the 1964 Tokyo Olympics, when he was six weeks away from his 31st
 birthday, died last Tuesday at his home in Santa Maria, Calif. He was 69.
 The cause was cancer, his family said.
 At an age when many world-class track athletes savor triumphs of years past,
 Larrabee won the 400 meters in Tokyo and two days later ran on the United States
 squad that captured the 1,600-meter relay in world-record time."
Indobit-A-NYT1999 - April 1 - June 30-161.txt,"[""novelist"", ""academic"", ""teacher"", ""university teacher"", ""educator"", ""faculty member"", ""writer""]","
 Roderick Thorp, a former private investigator whose best-selling crime novels
 became successful films, was found dead on Wednesday at his home in Oxnard,
 Calif. He was 62.
 He appeared to have died three days earlier after a heart attack, said a son,
 Roderick Thorp 3d of Camarillo, Calif.
 Mr. Thorp was best known for his suspense novels ""The Detective"" (1966), which
 was made into a 1968 movie with Frank Sinatra and Lee Remick, and ""Nothing Lasts
 Forever"" (1979), which became the 1988 fil"
Indobit-A-NYT1983 - July 1 - Sep 30-346.txt,"[""rugby union player"", ""rugby player""]","
 John R. Manson, Connecticut's Commissioner of Correction, died Saturday night,
 apparently of a heart attack, at St. Mary's Hospital in Waterbury, Conn. He was
 54 years old and lived in Cheshire, Conn.
 During Mr. Manson's tenure as Commissioner, which began in 1971, the Connecticut
 correction system became known as one of the most modern and humane in the
 nation.
 He supervised the demolition of most of the state's century-old prisons and was
 the first to adopt the United Nations code for"
Indobit-A-NYT1991 - March 1 - March 31-155.txt,"[""gridiron football player"", ""American football player""]","
 Jeff Walker, vice president of creative services for Polo/Ralph Lauren, died on
 Monday at Lenox Hill Hospital. He was 41 years old and lived in Manhattan.
 He died of pulmonary hypertension, said Dr. James R. Wilentz.
 He joined the company in 1983 as director of creative services and was named
 vice president in 1988. His work included showroom design as well as creating
 detailed displays for the Madison Avenue store and other stores owned by the
 corporation. In 1988, he received the Natio"
Indobit-A-NYT1991 - Nov 1 - Dec 31-150.txt,"[""screenwriter"", ""writer""]","
 Robert Kaufman, a television and screen comedy writer whose credits included the
 films ""Divorce American Style"" and ""Love at First Bite,"" died on Thursday at his
 home in Beverly Hills, Calif. He was 60 years old.
 He died of a heart attack, said his wife, Robin Krause.
 Mr. Kaufman won both an Emmy and a Peabody Award for his scripts for Bob
 Newhart's original variety show, which made its television debut in 1961. He
 wrote episodes for many other television series, including ""McHale's Navy"
Indobit-A-NYT1996_1001-1500-12.txt,"[""official"", ""bureaucrat"", ""magistrate"", ""civil servant""]","
 Justice Birdie Amsterdam, who achieved several judicial firsts, including being
 the first woman elected to the New York State Supreme Court, died on Monday at
 Beth Israel Medical Center in Manhattan. She was 95 and lived on the Lower East
 Side, just steps from where she was born.
 Justice Amsterdam came to be called the ""first lady of the judiciary"" by her
 peers and other admirers, a sobriquet earned during 35 years on the bench.
 She was the first woman elected to the Municipal Court in N"
Indobit-A-NYT2004_501-1000-296.txt,"[""artist"", ""operator"", ""technician""]"," MIAMI, Aug. 18
 Neal Fredericks, the cinematographer of the low-budget hit horror film ''The
 Blair Witch Project,'' was killed on Sunday in a plane crash while filming a
 movie.
 He was 35.
 Mr. Fredericks's agent, Charles Lenhoff, said the crash took place about 70
 miles west of Key West, Fla. United States Army Special Forces divers recovered
 the body inside the submerged plane on Monday. The Coast Guard said the pilot
 and three other members of the film crew escaped and were later rescue"
Indobit-A-NYT2014_1-500-227.txt,"[""artist"", ""film maker""]","
 David Brenner, who delivered his observational style of stand-up comedy on
 television and on stage for over four decades, died at his home in Manhattan on
 Saturday. He was 78.
 His longtime publicist, Jeff Abraham, said the cause was cancer.
 Mr. Brenner was perhaps best known for his regular appearances on ''The Tonight
 Show Starring Johnny Carson.'' He was one of its most frequent guests,
 performing more than 150 times.
 He gained fame by telling anecdotes about daily life, or as he said"
Indobit-A-NYT2001 - April 1 - June 30-309.txt,"[""reporter"", ""war correspondent"", ""journalist"", ""non-fiction writer"", ""writer""]","
 J. C. Furnas, a writer and social historian, died on June 3 at his home in
 Stanton, N.J. He was 95.
 Mr. Furnas was a longtime contributor to The American Scholar and wrote
 prolifically for newspapers, including The New York Times, and magazines like
 The Saturday Evening Post, Collier's, Look and Reader's Digest.
 Mr. Furnas's most famous article, "". . . And Sudden Death,"" a somber piece on
 automobile fatalities and the need for safe driving, was published in Reader's
 Digest in August 193"
